date,state,area,number_of_monitoring_stations,prominent_pollutants,aqi_value,air_quality_status,unit,note
06-11-2024,Kerala,Kollam,1,PM10,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-11-2024,Kerala,Eloor,1,PM2.5,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-11-2024,Kerala,Thiruvananthapuram,2,"PM2.5,PM10",179,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-11-2024,Kerala,Thrissur,1,PM10,49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-11-2024,Kerala,Eloor,1,PM2.5,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-11-2024,Kerala,Thiruvananthapuram,2,"PM2.5,PM10",90,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-11-2024,Kerala,Kollam,1,PM2.5,60,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-11-2024,Kerala,Thrissur,1,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-11-2024,Kerala,Thiruvananthapuram,2,"PM10,NO2",47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-11-2024,Kerala,Thiruvananthapuram,2,"PM10,NO2",51,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-11-2024,Kerala,Thrissur,1,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-11-2024,Kerala,Thrissur,1,PM10,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-11-2024,Kerala,Kollam,1,PM2.5,92,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-11-2024,Kerala,Thiruvananthapuram,2,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-11-2024,Kerala,Thrissur,1,PM10,53,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-11-2024,Kerala,Thiruvananthapuram,2,"PM2.5,PM10",98,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-11-2024,Kerala,Kollam,1,PM2.5,136,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-10-2024,Kerala,Kollam,1,PM2.5,220,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-10-2024,Kerala,Eloor,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-10-2024,Kerala,Thiruvananthapuram,2,"PM2.5,PM10",100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-10-2024,Kerala,Thrissur,1,PM10,55,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-10-2024,Kerala,Eloor,1,PM2.5,65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-10-2024,Kerala,Kollam,1,PM2.5,154,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-10-2024,Kerala,Thiruvananthapuram,2,"PM2.5,PM10",56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-10-2024,Kerala,Thrissur,1,PM10,51,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-10-2024,Kerala,Thiruvananthapuram,2,"PM10,NO2",43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-10-2024,Kerala,Eloor,1,PM2.5,53,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-10-2024,Kerala,Thrissur,1,PM10,51,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-10-2024,Kerala,Kollam,1,PM2.5,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-10-2024,Kerala,Kollam,1,PM2.5,98,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-10-2024,Kerala,Thiruvananthapuram,2,"PM10,NO2",39,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-10-2024,Kerala,Thrissur,1,PM10,51,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-10-2024,Kerala,Thrissur,1,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-10-2024,Kerala,Thiruvananthapuram,2,"PM10,NO2",41,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-10-2024,Kerala,Kollam,1,PM10,40,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-10-2024,Kerala,Kollam,1,PM10,33,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-10-2024,Kerala,Eloor,1,CO,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-10-2024,Kerala,Thiruvananthapuram,1,NO2,25,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-10-2024,Kerala,Thrissur,1,PM10,40,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-10-2024,Kerala,Kollam,1,PM10,41,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-10-2024,Kerala,Thiruvananthapuram,1,NO2,32,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-10-2024,Kerala,Eloor,1,CO,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-10-2024,Kerala,Thrissur,1,PM10,36,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-10-2024,Kerala,Thrissur,1,PM10,33,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-10-2024,Kerala,Eloor,1,PM2.5,54,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-10-2024,Kerala,Thiruvananthapuram,2,"PM10,NO2",48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-10-2024,Kerala,Kollam,1,PM10,37,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-10-2024,Kerala,Thiruvananthapuram,2,"PM10,NO2",45,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-10-2024,Kerala,Thrissur,1,PM10,31,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-10-2024,Kerala,Kollam,1,PM10,35,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-10-2024,Kerala,Eloor,1,PM2.5,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-10-2024,Kerala,Eloor,1,PM2.5,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-10-2024,Kerala,Thiruvananthapuram,2,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-10-2024,Kerala,Thrissur,1,PM10,31,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-10-2024,Kerala,Thiruvananthapuram,2,"PM10,CO",46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-10-2024,Kerala,Kollam,1,PM10,36,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-10-2024,Kerala,Thrissur,1,PM10,34,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-10-2024,Kerala,Thrissur,1,PM10,34,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-10-2024,Kerala,Thiruvananthapuram,2,"PM10,NO2",46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-10-2024,Kerala,Eloor,1,CO,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-10-2024,Kerala,Kollam,1,PM10,36,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-10-2024,Kerala,Thiruvananthapuram,2,"PM10,NO2",49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-10-2024,Kerala,Thrissur,1,PM10,34,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-10-2024,Kerala,Eloor,1,PM2.5,44,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-10-2024,Kerala,Kollam,1,PM10,41,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-10-2024,Kerala,Kollam,1,PM2.5,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-10-2024,Kerala,Thrissur,1,PM10,34,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-10-2024,Kerala,Eloor,1,CO,54,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-10-2024,Kerala,Thiruvananthapuram,2,"PM10,CO",50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-10-2024,Kerala,Eloor,1,CO,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-10-2024,Kerala,Thiruvananthapuram,2,"PM2.5,PM10",59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-10-2024,Kerala,Kollam,1,PM10,34,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-10-2024,Kerala,Thrissur,1,PM10,37,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-10-2024,Kerala,Kollam,1,PM10,38,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-10-2024,Kerala,Thrissur,1,PM10,42,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-10-2024,Kerala,Eloor,1,PM2.5,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-10-2024,Kerala,Thiruvananthapuram,2,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-10-2024,Kerala,Kollam,1,PM10,51,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-10-2024,Kerala,Thrissur,1,PM10,41,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-10-2024,Kerala,Thiruvananthapuram,2,PM10,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-10-2024,Kerala,Eloor,1,CO,60,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-10-2024,Kerala,Kollam,1,PM10,49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-10-2024,Kerala,Eloor,1,PM2.5,46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-10-2024,Kerala,Thiruvananthapuram,2,"PM10,NO2",45,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-10-2024,Kerala,Thiruvananthapuram,2,"PM10,NO2",44,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-10-2024,Kerala,Eloor,1,PM2.5,49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-10-2024,Kerala,Eloor,1,CO,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-10-2024,Kerala,Thiruvananthapuram,2,"PM10,NO2",50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-10-2024,Kerala,Eloor,1,CO,78,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-10-2024,Kerala,Thiruvananthapuram,2,"PM10,NO2",43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-10-2024,Kerala,Kollam,1,PM10,51,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-10-2024,Kerala,Kollam,1,PM10,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-10-2024,Kerala,Eloor,1,CO,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-10-2024,Kerala,Thiruvananthapuram,1,NO2,36,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-10-2024,Kerala,Eloor,1,CO,93,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-10-2024,Kerala,Thrissur,1,PM10,43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-10-2024,Kerala,Thiruvananthapuram,2,"PM10,NO2",40,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-10-2024,Kerala,Thiruvananthapuram,2,"PM10,NO2",42,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-10-2024,Kerala,Kollam,1,O3,34,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-10-2024,Kerala,Eloor,1,CO,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-10-2024,Kerala,Thrissur,1,PM10,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-10-2024,Kerala,Kollam,1,O3,31,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-10-2024,Kerala,Thiruvananthapuram,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-10-2024,Kerala,Kollam,1,PM10,42,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-10-2024,Kerala,Thrissur,1,PM10,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-10-2024,Kerala,Thiruvananthapuram,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-10-2024,Kerala,Thrissur,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-10-2024,Kerala,Kollam,1,PM10,41,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-10-2024,Kerala,Thiruvananthapuram,1,PM10,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-10-2024,Kerala,Eloor,1,PM2.5,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-10-2024,Kerala,Kollam,1,PM10,49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-10-2024,Kerala,Thrissur,1,PM10,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-10-2024,Kerala,Thiruvananthapuram,2,"PM10,CO",44,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-10-2024,Kerala,Eloor,1,PM2.5,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-10-2024,Kerala,Thrissur,1,PM10,46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-10-2024,Kerala,Eloor,1,CO,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-10-2024,Kerala,Thiruvananthapuram,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-10-2024,Kerala,Thrissur,1,PM10,46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-10-2024,Kerala,Kollam,1,PM10,49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-10-2024,Kerala,Thiruvananthapuram,2,PM10,41,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-10-2024,Kerala,Eloor,1,CO,63,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-10-2024,Kerala,Thrissur,1,PM10,54,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-10-2024,Kerala,Thiruvananthapuram,2,PM10,45,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-10-2024,Kerala,Eloor,1,CO,55,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-09-2024,Kerala,Eloor,1,PM2.5,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-09-2024,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-09-2024,Kerala,Thiruvananthapuram,2,PM10,42,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-09-2024,Kerala,Eloor,1,PM2.5,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-09-2024,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-09-2024,Kerala,Kollam,1,PM2.5,78,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-09-2024,Kerala,Thiruvananthapuram,2,PM10,46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-09-2024,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-09-2024,Kerala,Eloor,1,CO,80,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-09-2024,Kerala,Thiruvananthapuram,2,"PM2.5,PM10",48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-09-2024,Kerala,Kollam,1,PM2.5,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-09-2024,Kerala,Eloor,1,CO,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-09-2024,Kerala,Kollam,1,PM2.5,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-09-2024,Kerala,Thiruvananthapuram,2,"PM10,NO2",48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-09-2024,Kerala,Thrissur,1,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-09-2024,Kerala,Eloor,1,CO,79,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-09-2024,Kerala,Thrissur,1,PM10,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-09-2024,Kerala,Thiruvananthapuram,2,"PM10,NO2",46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-09-2024,Kerala,Kollam,1,PM10,55,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-09-2024,Kerala,Eloor,1,CO,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-09-2024,Kerala,Thrissur,1,PM10,49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-09-2024,Kerala,Kollam,1,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-09-2024,Kerala,Thiruvananthapuram,2,"PM10,NO2",42,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
